CMP1,Entry,PLATE,ROW,COL,LATID,Supplier,CAT,Name,Conc_mM,IC50,Yeast_Active,Pubchem_CID,Notes
CMP3433,825,LAT011,A,5,LAT011A05,Chembridge,5630330,Novel,2.5,23,-,872764,191_E11    
CMP3444,826,LAT011,B,5,LAT011B05,Chembridge,5630455,Novel,2.5,inactive,-,794518,192_B02    
CMP3455,827,LAT011,C,5,LAT011C05,Chembridge,5630636,Novel,2.5,>100 ,-,1352946,192_G02 >100    
CMP3466,828,LAT011,D,5,LAT011D05,Chembridge,5630973,Novel,2.5,>100 ,-,2253670,192_B04 >100    
CMP3477,829,LAT011,E,5,LAT011E05,Chembridge,5632036,Novel,2.5,52,-,1129472,192_D07    
CMP3488,830,LAT011,F,5,LAT011F05,Chembridge,5632400,Novel,2.5,0.063,-,5390158,193_F04    
CMP3499,831,LAT011,G,5,LAT011G05,Chembridge,5632403,Novel,2.5,12,-,2856962,193_G04    
CMP3510,832,LAT011,H,5,LAT011H05,Chembridge,5632563,Novel,2.5,46,-,1083499,193_B05    
CMP3434,833,LAT011,A,6,LAT011A06,Chembridge,5633308,Novel,2.5,94,-,1353129,193_A08    
CMP3445,834,LAT011,B,6,LAT011B06,Chembridge,5632916,Novel,2.5,27,-,732169,193_G06    
CMP3456,835,LAT011,C,6,LAT011C06,Chembridge,5632675,Novel,2.5,100,+,712403,193_E05    
CMP3467,836,LAT011,D,6,LAT011D06,Chembridge,5633946,Novel,2.5,53,-,872837,193_A02    
CMP3478,837,LAT011,E,6,LAT011E06,Chembridge,5634386,Novel,2.5,33,-,1019626,193_F03    
CMP3489,838,LAT011,F,6,LAT011F06,Chembridge,5635393,Novel,2.5,9.1,-,847561,193_C11    
CMP3500,839,LAT011,G,6,LAT011G06,Chembridge,5635041,Novel,2.5,19,-,854367,192_D10    
CMP3511,840,LAT011,H,6,LAT011H06,Chembridge,5647129,Novel,2.5,96,-,NULL,196_F07    
CMP3435,841,LAT011,A,7,LAT011A07,Chembridge,5637090,Novel,2.5,>100 ,-,872686,194_D05 >100    
CMP3446,842,LAT011,B,7,LAT011B07,Chembridge,5635643,Novel,2.5,27,-,767372,194_A02    
CMP3457,843,LAT011,C,7,LAT011C07,Chembridge,5635486,Novel,2.5,62,-,5335688,193_E11    
CMP3468,844,LAT011,D,7,LAT011D07,Chembridge,5647584,Novel,2.5,>100 ,-,1103174,197_D11 >100    
CMP3479,845,LAT011,E,7,LAT011E07,Chembridge,5647229,Eroonazole,2.5,19,-,1102252,196_B11    
CMP3490,846,LAT011,F,7,LAT011F07,Chembridge,5647693,Novel,2.5,21,-,1097108,198_C04    
CMP3501,847,LAT011,G,7,LAT011G07,Chembridge,5647755,Novel,2.5,58,-,1070154,198_B09    
CMP3512,848,LAT011,H,7,LAT011H07,Chembridge,5649000,Novel,2.5,>100 ,-,NULL,200_D09 >100    
CMP3436,849,LAT011,A,8,LAT011A08,Chembridge,5648663,Novel,2.5,24,-,NULL,201_H06    
CMP3447,850,LAT011,B,8,LAT011B08,Chembridge,5648197,Novel,2.5,21,-,611672,199_B07    
CMP3458,851,LAT011,C,8,LAT011C08,Chembridge,5650569,Novel,2.5,32,-,2858170,200_G03    
CMP3469,852,LAT011,D,8,LAT011D08,Chembridge,5651337,Novel,2.5,>100 ,-,1111424,199_A06 >100    
CMP3480,853,LAT011,E,8,LAT011E08,Chembridge,5651219,Novel,2.5,22,-,1354490,199_B05    
CMP3491,854,LAT011,F,8,LAT011F08,Chembridge,5650986,Novel,2.5,9.9,-,NULL,200_G05    
CMP3502,855,LAT011,G,8,LAT011G08,Chembridge,5651842,Novel,2.5,44,-,2858311,199_E11    
CMP3513,856,LAT011,H,8,LAT011H08,Chembridge,5651737,Novel,2.5,inactive,-,2858295,199_H10    
CMP3437,857,LAT011,A,9,LAT011A09,Chembridge,5652128,Novel,2.5,>100 ,-,2858347,201_B08 >100    
CMP3448,858,LAT011,B,9,LAT011B09,Chembridge,5652064,Novel,2.5,79,-,NULL,200_F02    
CMP3459,859,LAT011,C,9,LAT011C09,Chembridge,5651946,Novel,2.5,56,-,804612,200_C02    
CMP3470,860,LAT011,D,9,LAT011D09,Chembridge,5652346,Novel,2.5,inactive,-,NULL,201_H09    
CMP3481,861,LAT011,E,9,LAT011E09,Chembridge,5654744,Pyrabactin A,2.5,4.9,-,1125790,203_B11    
CMP3492,862,LAT011,F,9,LAT011F09,Chembridge,5653393,Novel,2.5,42,+,2858476,202_H03    
CMP3503,863,LAT011,G,9,LAT011G09,Chembridge,5656154,Novel,2.5,62,-,NULL,203_E05    
CMP3514,864,LAT011,H,9,LAT011H09,Chembridge,5655959,Novel,2.5,100,-,1354718,202_E11    
CMP3438,865,LAT011,A,10,LAT011A10,Chembridge,5665580,Novel,2.5,18,-,NULL,209_A10    
CMP3449,866,LAT011,B,10,LAT011B10,Chembridge,5665669,Novel,2.5,inactive,-,691723,209_D10    
CMP3460,867,LAT011,C,10,LAT011C10,Chembridge,5666619,Novel,2.5,8,-,867718,209_F07    
CMP3471,868,LAT011,D,10,LAT011D10,Chembridge,5666625,Novel,2.5,21,-,867719,209_B08    
CMP3482,869,LAT011,E,10,LAT011E10,Chembridge,5666628,Novel,2.5,75,-,2256111,209_E08    
CMP3493,870,LAT011,F,10,LAT011F10,Chembridge,5667346,Novel,2.5,>100 ,-,724238,209_G05 >100    
CMP3504,871,LAT011,G,10,LAT011G10,Chembridge,5667782,Novel,2.5,25,-,867748,210_H04    
CMP3515,872,LAT011,H,10,LAT011H10,Chembridge,5668219,Novel,2.5,100,-,NULL,211_A06    
CMP3439,873,LAT011,A,11,LAT011A11,Chembridge,5669530,Novel,2.5,25,-,NULL,211_D02    
CMP3450,874,LAT011,B,11,LAT011B11,Chembridge,5670043,Novel,2.5,23,-,867783,210_D05    
CMP3461,875,LAT011,C,11,LAT011C11,Chembridge,5670171,Novel,2.5,25,-,NULL,210_G05    
CMP3472,876,LAT011,D,11,LAT011D11,Chembridge,5672002,Novel,2.5,inactive,-,711713,211_G09    
CMP3483,877,LAT011,E,11,LAT011E11,Chembridge,5672303,Novel,2.5,48,-,686197,211_A11    
CMP3494,878,LAT011,F,11,LAT011F11,Chembridge,5673675,Novel,2.5,28,-,867851,213_G11    
CMP3505,879,LAT011,G,11,LAT011G11,Chembridge,5705394,Novel,2.5,17,-,1001825,223_D10    
CMP3516,880,LAT011,H,11,LAT011H11,Chembridge,5705392,Novel,2.5,61,-,1082621,223_C10    
CMP3518,881,LAT012,A,2,LAT012A02,Chembridge,5701202,Novel,2.5,32,-,1220575,223_D06    
CMP3529,882,LAT012,B,2,LAT012B02,Chembridge,5706351,Novel,2.5,57,-,1113486,224_B02    
CMP3541,883,LAT012,C,2,LAT012C02,Chembridge,5706100,Novel,2.5,>100 ,-,NULL,224_H05 >100    
CMP3552,884,LAT012,D,2,LAT012D02,Chembridge,5705501,Novel,2.5,>100 ,-,5336410,225_C03 >100    
CMP3563,885,LAT012,E,2,LAT012E02,Chembridge,5707132,Novel,2.5,29,+,1106355,226_B05    
CMP3574,886,LAT012,F,2,LAT012F02,Chembridge,5706476,Novel,2.5,68,-,NULL,224_D02    
CMP3585,887,LAT012,G,2,LAT012G02,Chembridge,5710301,Novel,2.5,>100 ,-,684547,226_B03 >100    
CMP3596,888,LAT012,H,2,LAT012H02,Chembridge,5711741,Novel,2.5,>100 ,-,1002578,225_B08 >100    
CMP3519,889,LAT012,A,3,LAT012A03,Chembridge,5711034,Novel,2.5,52,-,2786647,225_H05    
CMP3530,890,LAT012,B,3,LAT012B03,Chembridge,5710896,Novel,2.5,30,-,NULL,225_D05    
CMP3542,891,LAT012,C,3,LAT012C03,Chembridge,5712283,Novel,2.5,31,-,NULL,225_D09    
CMP3553,892,LAT012,D,3,LAT012D03,Chembridge,5712000,Novel,2.5,61,+,1113465,225_F08    
CMP3564,893,LAT012,E,3,LAT012E03,Chembridge,5714516,Novel,2.5,67,-,NULL,226_B11    
CMP3575,894,LAT012,F,3,LAT012F03,Chembridge,5675753,Novel,2.5,75,-,721068,213_G02    
CMP3586,895,LAT012,G,3,LAT012G03,Chembridge,5675045,Novel,2.5,>100 ,-,1106095,213_D04 >100    
CMP3597,896,LAT012,H,3,LAT012H03,Chembridge,5674845,Novel,2.5,>100 ,+,NULL,213_E03 >100    
CMP3520,897,LAT012,A,4,LAT012A04,Chembridge,5674407,Novel,2.5,24,-,NULL,212_F09    
CMP3531,898,LAT012,B,4,LAT012B04,Chembridge,5678211,Novel,2.5,27,-,996239,215_F08    
CMP3543,899,LAT012,C,4,LAT012C04,Chembridge,5677002,Novel,2.5,75,-,791727,214_C05    
CMP3554,900,LAT012,D,4,LAT012D04,Chembridge,5675917,Novel,2.5,>100 ,-,NULL,214_E02 >100    
CMP3565,901,LAT012,E,4,LAT012E04,Chembridge,5679974,Novel,2.5,27,-,2258455,216_C08    
CMP3576,902,LAT012,F,4,LAT012F04,Chembridge,5679475,Novel,2.5,24,-,6405770,215_A05    
CMP3587,903,LAT012,G,4,LAT012G04,Chembridge,5679273,Novel,2.5,21,-,NULL,215_F04    
CMP3598,904,LAT012,H,4,LAT012H04,Chembridge,5685004,Novel,2.5,58,-,NULL,218_D11    
CMP3521,905,LAT012,A,5,LAT012A05,Chembridge,5684070,Novel,2.5,82,-,742745,217_G09    
CMP3532,906,LAT012,B,5,LAT012B05,Chembridge,5680870,Novel,2.5,54,-,NULL,216_A03    
CMP3544,907,LAT012,C,5,LAT012C05,Chembridge,5680623,Novel,2.5,33,-,NULL,216_A10    
CMP3555,908,LAT012,D,5,LAT012D05,Chembridge,5686294,Novel,2.5,50,-,NULL,218_D07    
CMP3566,909,LAT012,E,5,LAT012E05,Chembridge,5688187,Novel,2.5,23,-,868092,220_F11    
CMP3577,910,LAT012,F,5,LAT012F05,Chembridge,5687660,Novel,2.5,100,-,1357536,220_B09    
CMP3588,911,LAT012,G,5,LAT012G05,Chembridge,5687344,Novel,2.5,85,-,744099,219_F05    
CMP3599,912,LAT012,H,5,LAT012H05,Chembridge,5686419,Novel,2.5,8.2,-,1219591,218_C08    
CMP3522,913,LAT012,A,6,LAT012A06,Chembridge,5688825,Novel,2.5,15,-,NULL,220_C06    
CMP3533,914,LAT012,B,6,LAT012B06,Chembridge,5688681,Novel,2.5,14,-,773741,220_B05    
CMP3545,915,LAT012,C,6,LAT012C06,Chembridge,5690421,Novel,2.5,48,-,704237,219_D08    
CMP3556,916,LAT012,D,6,LAT012D06,Chembridge,5691504,Novel,2.5,61,-,868214,223_C02    
CMP3567,917,LAT012,E,6,LAT012E06,Chembridge,5691484,Novel,2.5,62,-,868201,221_B03    
CMP3578,918,LAT012,F,6,LAT012F06,Chembridge,5691482,Novel,2.5,65,-,868200,221_H02    
CMP3589,919,LAT012,G,6,LAT012G06,Chembridge,5691480,Novel,2.5,47,-,757880,221_F02    
CMP3600,920,LAT012,H,6,LAT012H06,Chembridge,5691506,Novel,2.5,76,-,868216,223_E02    
CMP3523,921,LAT012,A,7,LAT012A07,Chembridge,5693420,Novel,2.5,33,-,868293,222_A07    
CMP3534,922,LAT012,B,7,LAT012B07,Chembridge,5691512,Novel,2.5,28,+,868219,223_B03    
CMP3546,923,LAT012,C,7,LAT012C07,Chembridge,5691511,Novel,2.5,30,+,868218,223_A03    
CMP3557,924,LAT012,D,7,LAT012D07,Chembridge,5691510,Novel,2.5,47,+,757888,223_H02    
CMP3568,925,LAT012,E,7,LAT012E07,Chembridge,5698026,Novel,2.5,31,-,1358752,221_G11    
CMP3579,926,LAT012,F,7,LAT012F07,Chembridge,5697074,Novel,2.5,100,-,761124,221_H10    
CMP3590,927,LAT012,G,7,LAT012G07,Chembridge,5696031,Novel,2.5,58,-,1022785,222_D05    
CMP3601,928,LAT012,H,7,LAT012H07,Chembridge,5695191,Novel,2.5,100,-,757896,222_G03    
CMP3524,929,LAT012,A,8,LAT012A08,Chembridge,5754492,Novel,2.5,28,-,NULL,239_H09    
CMP3535,930,LAT012,B,8,LAT012B08,Chembridge,5755607,Novel,2.5,0.48,-,869668,240_G02    
CMP3547,931,LAT012,C,8,LAT012C08,Chembridge,5757264,Novel,2.5,52,-,725837,240_B04    
CMP3558,932,LAT012,D,8,LAT012D08,Chembridge,5759563,Novel,2.5,>100 ,-,1365306,241_E02 >100    
CMP3569,933,LAT012,E,8,LAT012E08,Chembridge,5760235,Novel,2.5,33,-,1365372,241_F09    
CMP3580,934,LAT012,F,8,LAT012F08,Chembridge,5762498,Novel,2.5,19,-,NULL,241_G10    
CMP3591,935,LAT012,G,8,LAT012G08,Chembridge,5765180,Novel,2.5,30,-,699937,242_F07    
CMP3602,936,LAT012,H,8,LAT012H08,Chembridge,5766675,Novel,2.5,83,-,742229,242_E10    
CMP3525,937,LAT012,A,9,LAT012A09,Chembridge,5768760,Novel,2.5,18,-,869807,243_B03    
CMP3536,938,LAT012,B,9,LAT012B09,Chembridge,5770832,Novel,2.5,38,-,869842,243_B08    
CMP3548,939,LAT012,C,9,LAT012C09,Chembridge,5728268,Novel,2.5,31,-,NULL,230_H10    
CMP3559,940,LAT012,D,9,LAT012D09,Chembridge,5728179,Novel,2.5,67,-,1630151,231_A04    
CMP3570,941,LAT012,E,9,LAT012E09,Chembridge,5728001,Novel,2.5,15,-,1098851,230_D08    
CMP3581,942,LAT012,F,9,LAT012F09,Chembridge,5727982,Novel,2.5,100,-,791483,230_H07    
CMP3592,943,LAT012,G,9,LAT012G09,Chembridge,5729596,Novel,2.5,100,-,618774,231_C08    
CMP3603,944,LAT012,H,9,LAT012H09,Chembridge,5729311,Novel,2.5,>100 ,-,2058327,232_F05 >100    
CMP3526,945,LAT012,A,10,LAT012A10,Chembridge,5728414,Novel,2.5,24,-,1077181,231_G07    
CMP3537,946,LAT012,B,10,LAT012B10,Chembridge,5728394,Chromoxyquin,2.5,4.5,-,NULL,231_C07    
CMP3549,947,LAT012,C,10,LAT012C10,Chembridge,5730651,Novel,2.5,49,-,1108488,233_B03    
CMP3560,948,LAT012,D,10,LAT012D10,Chembridge,5730115,Novel,2.5,18,-,1100727,231_E09    
CMP3571,949,LAT012,E,10,LAT012E10,Chembridge,5730095,Novel,2.5,9,-,1107838,231_D09    
CMP3582,950,LAT012,F,10,LAT012F10,Chembridge,5733741,Novel,2.5,4.5,-,NULL,235_G05    
CMP3593,951,LAT012,G,10,LAT012G10,Chembridge,5733637,Novel,2.5,22,-,6401602,235_C05    
CMP3604,952,LAT012,H,10,LAT012H10,Chembridge,5732146,Novel,2.5,20,-,1362251,232_G11    
CMP3527,953,LAT012,A,11,LAT012A11,Chembridge,5736285,Novel,2.5,74,-,1362855,234_C08    
CMP3538,954,LAT012,B,11,LAT012B11,Chembridge,5734645,Novel,2.5,>100 ,-,1271887,234_G04 >100    
CMP3550,955,LAT012,C,11,LAT012C11,Chembridge,5737300,Novel,2.5,35,+,NULL,235_D02    
CMP3561,956,LAT012,D,11,LAT012D11,Chembridge,5739050,Novel,2.5,100,-,1108157,233_E05    
CMP3572,957,LAT012,E,11,LAT012E11,Chembridge,5737863,Novel,2.5,>100 ,-,NULL,235_E04 >100    
CMP3583,958,LAT012,F,11,LAT012F11,Chembridge,5742797,Novel,2.5,51,-,749132,236_G04    
CMP3594,959,LAT012,G,11,LAT012G11,Chembridge,5742541,Novel,2.5,>100 ,-,754735,236_D04 >100    
CMP3605,960,LAT012,H,11,LAT012H11,Chembridge,5739883,Novel,2.5,39,-,1105605,234_G10    
CMP3607,961,LAT013,A,2,LAT013A02,Chembridge,5747130,Novel,2.5,68,-,NULL,238_E05    
CMP3618,962,LAT013,B,2,LAT013B02,Chembridge,5745225,Novel,2.5,8.4,-,NULL,237_A03    
CMP3629,963,LAT013,C,2,LAT013C02,Chembridge,5744302,Novel,2.5,100,-,1002721,236_E07    
CMP3640,964,LAT013,D,2,LAT013D02,Chembridge,5743949,Novel,2.5,>100 ,-,NULL,236_C06 >100    
CMP5,965,LAT013,E,2,LAT013E02,Chembridge,5748413,Novel,2.5,>100 ,-,869611,237_D10 >100    
CMP16,966,LAT013,F,2,LAT013F02,Chembridge,5748221,Novel,2.5,67,-,869609,237_A10    
CMP27,967,LAT013,G,2,LAT013G02,Chembridge,5748185,Novel,2.5,>100 ,-,1364083,237_H09 >100    
CMP38,968,LAT013,H,2,LAT013H02,Chembridge,5747908,Novel,2.5,52,-,869605,237_G08    
CMP3608,969,LAT013,A,3,LAT013A03,Chembridge,5748616,Novel,2.5,29,-,685850,237_D11    
CMP3619,970,LAT013,B,3,LAT013B03,Chembridge,5748472,Dolinamide,2.5,1,-,NULL,237_F10    
CMP3630,971,LAT013,C,3,LAT013C03,Chembridge,5751011,Novel,2.5,26,-,NULL,238_G09    
CMP3641,972,LAT013,D,3,LAT013D03,Chembridge,5749967,Novel,2.5,>100 ,-,749032,237_E06 >100    
CMP6,973,LAT013,E,3,LAT013E03,Chembridge,5753811,Novel,2.5,>100 ,-,NULL,238_C08 >100    
CMP17,974,LAT013,F,3,LAT013F03,Chembridge,5753157,Novel,2.5,100,-,NULL,238_B07    
CMP28,975,LAT013,G,3,LAT013G03,Chembridge,5751958,Novel,2.5,24,-,1364425,239_D02    
CMP39,976,LAT013,H,3,LAT013H03,Chembridge,5707665,Novel,2.5,32,-,NULL,226_E06    
CMP3609,977,LAT013,A,4,LAT013A04,Chembridge,5707286,Novel,2.5,56,-,1113106,226_F05    
CMP3620,978,LAT013,B,4,LAT013B04,Chembridge,5708963,Novel,2.5,>100 ,-,1110629,227_B05 >100    
CMP3631,979,LAT013,C,4,LAT013C04,Chembridge,5707885,Novel,2.5,7.3,-,NULL,227_A03    
CMP3642,980,LAT013,D,4,LAT013D04,Chembridge,5713841,Novel,2.5,>100 ,-,1360093,228_D04 >100    
CMP7,981,LAT013,E,4,LAT013E04,Chembridge,5713170,Novel,2.5,84,-,NULL,228_C02    
CMP18,982,LAT013,F,4,LAT013F04,Chembridge,5714035,Novel,2.5,50,-,6550498,228_G04    
CMP29,983,LAT013,G,4,LAT013G04,Chembridge,5715484,Novel,2.5,>100 ,-,1007525,227_H02 >100    
CMP40,984,LAT013,H,4,LAT013H04,Chembridge,5721329,Novel,2.5,>100 ,-,1117677,229_D08 >100    
CMP3610,985,LAT013,A,5,LAT013A05,Chembridge,5716868,Amidothiolate,2.5,0.29,-,1255612,227_E08    
CMP3621,986,LAT013,B,5,LAT013B05,Chembridge,5721479,Novel,2.5,27,+,1361302,229_F08    
CMP3632,987,LAT013,C,5,LAT013C05,Chembridge,5721666,Novel,2.5,23,-,1361332,229_A09    
CMP3643,988,LAT013,D,5,LAT013D05,Chembridge,5722204,Novel,2.5,22,-,NULL,228_G05    
CMP8,989,LAT013,E,5,LAT013E05,Chembridge,5727629,Novel,2.5,29,-,1123239,229_H03    
CMP19,990,LAT013,F,5,LAT013F05,Chembridge,5727841,Novel,2.5,64,-,757837,228_E09    
CMP30,991,LAT013,G,5,LAT013G05,Chembridge,5727906,Novel,2.5,100,+,NULL,229_E11    
CMP41,992,LAT013,H,5,LAT013H05,Chembridge,5727978,Novel,2.5,80,-,866373,230_F07    
CMP3611,993,LAT013,A,6,LAT013A06,Chembridge,5245729,Phoboxamide,2.5,0.7,-,790265,   
CMP3622,994,LAT013,B,6,LAT013B06,Chembridge,5303274,Novel,2.5,inactive,-,2839894,   
CMP3633,995,LAT013,C,6,LAT013C06,Chembridge,5169161,Novel,2.5,90,-,315631,   
CMP3644,996,LAT013,D,6,LAT013D06,Chembridge,5174764,Novel,2.5,inactive,-,2831947,   
CMP9,997,LAT013,E,6,LAT013E06,Chembridge,5230345,Novel,2.5,90,-,2835474,   
CMP20,998,LAT013,F,6,LAT013F06,Chembridge,5478404,Novel,2.5,inactive,-,380898,140_G08    
CMP31,999,LAT013,G,6,LAT013G06,Chembridge,5458486,Novel,2.5,>100 ,-,1378382,127_G03 >100    
CMP42,1000,LAT013,H,6,LAT013H06,Chembridge,5467666,Novel,2.5,17,-,772965,131_F07    
CMP3612,1001,LAT013,A,7,LAT013A07,Chembridge,5469499,Novel,2.5,>100 ,+,NULL,133_C09 >100    
CMP3623,1002,LAT013,B,7,LAT013B07,Chembridge,5547438,Novel,2.5,>100 ,-,2249379,162_D09 >100    
CMP3634,1003,LAT013,C,7,LAT013C07,Chembridge,5559313,Novel,2.5,inactive,-,744417,170_E06    
CMP3645,1004,LAT013,D,7,LAT013D07,Chembridge,5467581,Novel,2.5,inactive,-,784762,131_H06    
CMP10,1005,LAT013,E,7,LAT013E07,Chembridge,5104152,Novel,2.5,inactive,-,1380734,   
CMP21,1006,LAT013,F,7,LAT013F07,Chembridge,5152606,Novel,2.5,3.2,+,68050,   
CMP32,1007,LAT013,G,7,LAT013G07,Chembridge,5538127,Novel,2.5,23,-,1720863,158_H05    
CMP43,1008,LAT013,H,7,LAT013H07,Chembridge,5523434,Novel,2.5,inactive,-,2849662,147_A10    
CMP3613,1009,LAT013,A,8,LAT013A08,Chembridge,5523573,Novel,2.5,26,-,2849677,   
CMP3624,1010,LAT013,B,8,LAT013B08,Chembridge,5577758,Novel,2.5,inactive,-,1232804,179_G04    
CMP3635,1011,LAT013,C,8,LAT013C08,Chembridge,5611049,Novel,2.5,inactive,-,872518,185_C04    
CMP3646,1012,LAT013,D,8,LAT013D08,Chembridge,5613009,Odynol,2.5,0.5,-,6456466,   
CMP11,1013,LAT013,E,8,LAT013E08,Chembridge,5630588,Novel,2.5,inactive,-,1352937,192_E02    
CMP22,1014,LAT013,F,8,LAT013F08,Chembridge,5754373,Novel,2.5,inactive,-,NULL,239_D09    
CMP33,1015,LAT013,G,8,LAT013G08,Chembridge,5770155,Novel,2.5,>100 ,-,NULL,243_D06 >100    
CMP44,1016,LAT013,H,8,LAT013H08,Chembridge,5772444,Novel,2.5,65,-,704416,244_E02    
CMP3614,1017,LAT013,A,9,LAT013A09,Chembridge,5773795,Novel,2.5,100,-,NULL,244_G05    
CMP3625,1018,LAT013,B,9,LAT013B09,Chembridge,5774685,Novel,2.5,4,-,869892,244_D08    
CMP3636,1019,LAT013,C,9,LAT013C09,Chembridge,5781447,Novel,2.5,33,-,NULL,245_A03    
CMP3647,1020,LAT013,D,9,LAT013D09,Chembridge,5784085,Novel,2.5,70,-,696928,246_G07    
CMP12,1021,LAT013,E,9,LAT013E09,Chembridge,5784680,Novel,2.5,55,-,NULL,248_D04    
CMP23,1022,LAT013,F,9,LAT013F09,Chembridge,5785640,Novel,2.5,53,-,NULL,247_A09    
CMP34,1023,LAT013,G,9,LAT013G09,Chembridge,5786589,Novel,2.5,29,-,1112016,248_F10    
CMP45,1024,LAT013,H,9,LAT013H09,Chembridge,5787345,Novel,2.5,68,-,NULL,249_E07    
CMP3615,1025,LAT013,A,10,LAT013A10,Chembridge,5787388,Novel,2.5,32,-,NULL,249_B08    
CMP3626,1026,LAT013,B,10,LAT013B10,Chembridge,5633606,Novel,2.5,inactive,-,NULL,193_F09    
CMP3637,1027,LAT013,C,10,LAT013C10,Chembridge,5655026,Novel,2.5,21,-,1354672,203_G11    
CMP3648,1028,LAT013,D,10,LAT013D10,Chembridge,5739278,Novel,2.5,100,-,1269411,233_E06    
CMP13,1029,LAT013,E,10,LAT013E10,Chembridge,5749706,Novel,2.5,100,-,5725720,237_G05    
CMP24,1030,LAT013,F,10,LAT013F10,Chembridge,5568733,Novel,2.5,8.6,-,1068619,174_C06    
CMP35,1031,LAT013,G,10,LAT013G10,Chembridge,5571819,Novel,2.5,8.9,+,1102875,176_B06    
CMP46,1032,LAT013,H,10,LAT013H10,Chembridge,5705169,Quinazomine,2.5,5.4,-,1724676,222_E09    
CMP3616,1033,LAT013,A,11,LAT013A11,Chembridge,5705153,Novel,2.5,>100 ,-,1724678,222_C09 >100    
CMP3627,1034,LAT013,B,11,LAT013B11,Chembridge,5717972,Novel,2.5,21,-,1037307,226_A09    
CMP3638,1035,LAT013,C,11,LAT013C11,Chembridge,5717958,Novel,2.5,44,-,3128866,226_H08    
CMP3649,1036,LAT013,D,11,LAT013D11,Chembridge,5677773,Novel,2.5,16,-,1109947,215_B02    
CMP14,1037,LAT013,E,11,LAT013E11,Chembridge,5688572,Novel,2.5,32,-,1070336,220_E04    
CMP25,1038,LAT013,F,11,LAT013F11,Chembridge,6034767,Novel,2.5,inactive,-,2881215,   
CMP36,1039,LAT013,G,11,LAT013G11,Chembridge,6099042,Novel,2.5,inactive,-,1370559,   
CMP47,1040,LAT013,H,11,LAT013H11,Chembridge,6787022,Novel,2.5,inactive,-,1612068,   
CMP49,1041,LAT014,A,2,LAT014A02,Chembridge,6780520,Novel,2.5,67,-,74177,   
CMP60,1042,LAT014,B,2,LAT014B02,Chembridge,6858385,Novel,2.5,88,-,2290111,   
CMP71,1043,LAT014,C,2,LAT014C02,Chembridge,7648666,Novel,2.5,inactive,-,2196160,   
CMP82,1044,LAT014,D,2,LAT014D02,Chembridge,7659043,Novel,2.5,>100 ,+,2946074,>100    
CMP93,1045,LAT014,E,2,LAT014E02,Chembridge,5240464,Novel,2.5,42,-,750240,   
CMP104,1046,LAT014,F,2,LAT014F02,Chembridge,5474518,Novel,2.5,inactive,-,NULL,   
CMP116,1047,LAT014,G,2,LAT014G02,Chembridge,5405132,Novel,2.5,39,-,2845047,   
CMP127,1048,LAT014,H,2,LAT014H02,Chembridge,5466668,Novel,2.5,>100 ,-,NULL,131_F09 >100    
CMP50,1049,LAT014,A,3,LAT014A03,Chembridge,5470447,Novel,2.5,>100 ,-,NULL,134_E05 >100    
CMP61,1050,LAT014,B,3,LAT014B03,Chembridge,5552045,Novel,2.5,100,-,791955,   
CMP72,1051,LAT014,C,3,LAT014C03,Chembridge,5555581,Novel,2.5,24,-,1269531,   
CMP83,1052,LAT014,D,3,LAT014D03,Chembridge,5380726,Novel,2.5,>100 ,-,1379763,>100    
CMP94,1053,LAT014,E,3,LAT014E03,Chembridge,5109768,Novel,2.5,26,-,1376678,   
CMP105,1054,LAT014,F,3,LAT014F03,Chembridge,5115314,Novel,2.5,>100 ,-,NULL,>100    
CMP117,1055,LAT014,G,3,LAT014G03,Chembridge,5122844,Novel,2.5,inactive,-,2828942,   
CMP128,1056,LAT014,H,3,LAT014H03,Chembridge,5142570,Novel,2.5,>100 ,-,786374,>100    
CMP51,1057,LAT014,A,4,LAT014A04,Chembridge,5145377,Novel,2.5,93,-,229600,   
CMP62,1058,LAT014,B,4,LAT014B04,Chembridge,5148779,Novel,2.5,inactive,-,NULL,   
CMP73,1059,LAT014,C,4,LAT014C04,Chembridge,5150683,Novel,2.5,24,-,330814,   
CMP84,1060,LAT014,D,4,LAT014D04,Chembridge,5532541,Novel,2.5,inactive,-,1087330,   
CMP95,1061,LAT014,E,4,LAT014E04,Chembridge,5534171,Novel,2.5,>100 ,-,871159,>100    
CMP106,1062,LAT014,F,4,LAT014F04,Chembridge,5540265,Novel,2.5,28,-,871316,   
CMP118,1063,LAT014,G,4,LAT014G04,Chembridge,5540657,Novel,2.5,inactive,-,2851113,159_H04    
CMP129,1064,LAT014,H,4,LAT014H04,Chembridge,5542758,Novel,2.5,inactive,-,1040681,   
CMP52,1065,LAT014,A,5,LAT014A05,Chembridge,5509902,Novel,2.5,>100 ,-,672433,>100    
CMP63,1066,LAT014,B,5,LAT014B05,Chembridge,5509905,Novel,2.5,>100 ,-,692581,145_F11 >100    
CMP74,1067,LAT014,C,5,LAT014C05,Chembridge,5509906,Novel,2.5,>100 ,-,685056,>100    
CMP85,1068,LAT014,D,5,LAT014D05,Chembridge,5662197,Novel,2.5,90,-,680818,   
CMP96,1069,LAT014,E,5,LAT014E05,Chembridge,5521787,Novel,2.5,39,-,1039803,   
CMP107,1070,LAT014,F,5,LAT014F05,Chembridge,5524422,Novel,2.5,100,-,NULL,146_C09    
